tweet_id,favorite_count,retweet_count
877316821321428993,25649.0,4751.0
877201837425926144,25376.0,5089.0
876838120628539392,19380.0,3038.0
876537666061221889,22168.0,4279.0
876484053909872640,17587.0,2162.0
876120275196170240,26212.0,4258.0
875747767867523072,23578.0,3902.0
875144289856114688,20540.0,4482.0
875097192612077568,25710.0,5544.0
875021211251597312,23901.0,4317.0
874680097055178752,26069.0,4231.0
874434818259525634,0.0,13291.0
874296783580663808,24418.0,3761.0
874057562936811520,21309.0,3641.0
874012996292530176,32165.0,9373.0
873697596434513921,,
873580283840344065,22741.0,3604.0
873337748698140672,0.0,1457.0
873213775632977920,6721.0,1457.0
872967104147763200,25597.0,4974.0
872820683541237760,13849.0,3415.0
872668790621863937,,
872620804844003328,19484.0,3343.0
872486979161796608,38326.0,8302.0
872261713294495745,,
872122724285648897,32245.0,7435.0
871879754684805121,35369.0,10101.0
871762521631449091,19023.0,3211.0
871515927908634625,18998.0,3202.0
871166179821445120,0.0,5263.0
871102520638267392,19696.0,5089.0
871032628920680449,21415.0,3526.0
870804317367881728,31704.0,5703.0
870726314365509632,114.0,3.0
870656317836468226,11638.0,2434.0
870374049280663552,78310.0,24466.0
870308999962521604,20667.0,3833.0
870063196459192321,34466.0,7677.0
869988702071779329,,
869772420881756160,40195.0,9353.0
869702957897576449,26659.0,5834.0
869596645499047938,15076.0,2890.0
869227993411051520,19303.0,3493.0
868880397819494401,61851.0,13384.0
868639477480148993,0.0,1927.0
868622495443632128,25227.0,4911.0
868552278524837888,9539.0,1927.0
867900495410671616,22924.0,3881.0
867774946302451713,32155.0,6838.0
867421006826221569,15226.0,2312.0
867072653475098625,0.0,112.0
867051520902168576,30553.0,7335.0
866816280283807744,,
866720684873056260,18989.0,4468.0
866686824827068416,18287.0,3252.0
866450705531457537,116007.0,32815.0
866334964761202691,49738.0,13291.0
866094527597207552,0.0,7819.0
865718153858494464,24372.0,5246.0
865359393868664832,25132.0,4676.0
865006731092295680,26640.0,7193.0
864873206498414592,30684.0,8125.0
864279568663928832,13858.0,2827.0
864197398364647424,28545.0,8292.0
863907417377173506,19606.0,3880.0
863553081350529029,14541.0,3926.0
863471782782697472,0.0,2280.0
863432100342583297,22655.0,4929.0
863427515083354112,2096.0,89.0
863079547188785154,8362.0,1038.0
863062471531167744,8050.0,2279.0
862831371563274240,18292.0,4839.0
862722525377298433,16315.0,3320.0
862457590147678208,19502.0,4633.0
862096992088072192,70879.0,21757.0
861769973181624320,,
861383897657036800,34440.0,10073.0
861288531465048066,16396.0,3899.0
861005113778896900,15940.0,3593.0
860981674716409858,0.0,2020.0
860924035999428608,0.0,752.0
860563773140209665,7160.0,2020.0
860524505164394496,22627.0,5006.0
860276583193509888,17576.0,3312.0
860184849394610176,15958.0,5519.0
860177593139703809,0.0,29233.0
859924526012018688,18752.0,3876.0
859851578198683649,14781.0,3320.0
859607811541651456,17847.0,1483.0
859196978902773760,86150.0,28559.0
859074603037188101,32439.0,12917.0
858860390427611136,0.0,7689.0
858843525470990336,14969.0,3306.0
858471635011153920,20666.0,4614.0
858107933456039936,15145.0,2758.0
857989990357356544,15476.0,2472.0
857746408056729600,32964.0,10115.0
857393404942143489,5660.0,1566.0
857263160327368704,19319.0,4306.0
857214891891077121,215.0,17.0
857062103051644929,0.0,162.0
857029823797047296,18169.0,3796.0
856602993587888130,,
856543823941562368,15759.0,2756.0
856526610513747968,11453.0,1797.0
856330835276025856,0.0,640.0
856288084350160898,497.0,15.0
856282028240666624,26811.0,6023.0
855862651834028034,326.0,25.0
855860136149123072,4750.0,936.0
855857698524602368,11491.0,2022.0
855851453814013952,44274.0,17289.0
855818117272018944,25809.0,5209.0
855459453768019968,28876.0,7893.0
855245323840757760,0.0,5724.0
855138241867124737,0.0,43.0
854732716440526848,22082.0,5841.0
854482394044301312,28439.0,6617.0
854365224396361728,18355.0,4523.0
854120357044912130,31094.0,7194.0
854010172552949760,15778.0,3045.0
853760880890318849,27798.0,5550.0
853639147608842240,33736.0,9711.0
853299958564483072,15096.0,3448.0
852936405516943360,0.0,1931.0
852912242202992640,8805.0,1756.0
852672615818899456,14537.0,2095.0
852553447878664193,15902.0,3369.0
852311364735569921,32376.0,9653.0
852226086759018497,19527.0,6651.0
852189679701164033,11193.0,1547.0
851953902622658560,,
851861385021730816,0.0,19.0
851591660324737024,15911.0,3382.0
851464819735769094,23739.0,6865.0
851224888060895234,20258.0,5593.0
850753642995093505,30195.0,8894.0
850380195714523136,12842.0,2546.0
850333567704068097,3385.0,320.0
850145622816686080,16025.0,3701.0
850019790995546112,20016.0,4761.0
849776966551130114,29871.0,7418.0
849668094696017920,0.0,4847.0
849412302885593088,15580.0,3085.0
849336543269576704,11227.0,1860.0
849051919805034497,41618.0,8290.0
848690551926992896,24770.0,4232.0
848324959059550208,24286.0,4530.0
848213670039564288,8047.0,713.0
848212111729840128,16053.0,2974.0
847978865427394560,0.0,3196.0
847971574464610304,0.0,424.0
847962785489326080,23148.0,4976.0
847842811428974592,5348.0,1302.0
847617282490613760,6879.0,406.0
847606175596138505,18498.0,3369.0
847251039262605312,20220.0,4243.0
847157206088847362,19614.0,5754.0
847116187444137987,21182.0,3125.0
846874817362120707,19823.0,3864.0
846514051647705089,44015.0,11349.0
846505985330044928,13926.0,3024.0
846153765933735936,31178.0,8892.0
846139713627017216,30668.0,9865.0
846042936437604353,15785.0,2820.0
845812042753855489,28874.0,8559.0
845677943972139009,24903.0,4724.0
845459076796616705,,
845397057150107648,7545.0,1775.0
845306882940190720,23079.0,5318.0
845098359547420673,0.0,7538.0
844979544864018432,13488.0,2519.0
844973813909606400,14913.0,3145.0
844704788403113984,,
844580511645339650,16311.0,3079.0
844223788422217728,13521.0,2168.0
843981021012017153,15035.0,2907.0
843856843873095681,21249.0,4566.0
843604394117681152,16724.0,2709.0
843235543001513987,21330.0,5956.0
842892208864923648,,
842846295480000512,15157.0,3596.0
842765311967449089,6671.0,1265.0
842535590457499648,17965.0,3471.0
842163532590374912,24240.0,5724.0
842115215311396866,13870.0,3003.0
841833993020538882,0.0,14909.0
841680585030541313,25540.0,7743.0
841439858740625411,12550.0,3657.0
841320156043304961,19664.0,5454.0
841314665196081154,15731.0,4610.0
841077006473256960,22712.0,5263.0
840761248237133825,0.0,1752.0
840728873075638272,0.0,15993.0
840698636975636481,174.0,2.0
840696689258311684,12216.0,965.0
840632337062862849,8941.0,1752.0
840370681858686976,16366.0,4505.0
840268004936019968,19151.0,5678.0
839990271299457024,13351.0,2258.0
839549326359670784,27335.0,7689.0
839290600511926273,0.0,143.0
839239871831150596,26991.0,6484.0
838952994649550848,19560.0,3977.0
838921590096166913,11102.0,2048.0
838916489579200512,0.0,35.0
838831947270979586,0.0,10939.0
838561493054533637,10908.0,1325.0
838476387338051585,22420.0,4749.0
838201503651401729,0.0,10000.0
838150277551247360,1669.0,330.0
838085839343206401,138.0,1.0
838083903487373313,17560.0,3124.0
837820167694528512,33993.0,7819.0
837482249356513284,3838.0,442.0
837471256429613056,12754.0,2263.0
837366284874571778,,
837110210464448512,16026.0,2354.0
837012587749474308,,
836989968035819520,12738.0,2287.0
836753516572119041,19280.0,4628.0
836677758902222849,12582.0,2219.0
836648853927522308,0.0,555.0
836397794269200385,0.0,27416.0
836380477523124226,14728.0,2983.0
836260088725786625,21276.0,4294.0
836001077879255040,19057.0,4243.0
835685285446955009,0.0,8114.0
835574547218894849,17771.0,3615.0
835536468978302976,0.0,1693.0
835309094223372289,0.0,20887.0
835297930240217089,16462.0,3008.0
835264098648616962,7727.0,1693.0
835246439529840640,2098.0,73.0
835172783151792128,26153.0,5756.0
835152434251116546,22394.0,3013.0
834931633769889797,10795.0,1645.0
834786237630337024,21352.0,5488.0
834574053763584002,13646.0,2538.0
834477809192075265,0.0,10635.0
834458053273591808,9597.0,1682.0
834209720923721728,20579.0,4752.0
834167344700198914,15824.0,3656.0
834089966724603904,10051.0,2139.0
834086379323871233,13068.0,2210.0
833863086058651648,13445.0,2409.0
833826103416520705,18076.0,3775.0
833732339549220864,0.0,221.0
833722901757046785,20822.0,3219.0
833479644947025920,14854.0,2051.0
833124694597443584,20212.0,4847.0
832998151111966721,13257.0,2203.0
832769181346996225,0.0,39.0
832757312314028032,16885.0,3624.0
832682457690300417,11891.0,2915.0
832645525019123713,2926.0,532.0
832636094638288896,15868.0,2788.0
832397543355072512,11978.0,2222.0
832369877331693569,17210.0,3196.0
832273440279240704,11366.0,2344.0
832215909146226688,0.0,6218.0
832215726631055365,0.0,9345.0
832088576586297345,62.0,2.0
832040443403784192,0.0,9644.0
832032802820481025,17897.0,4666.0
831939777352105988,24039.0,6148.0
831926988323639298,336.0,33.0
831911600680497154,27657.0,6525.0
831670449226514432,10460.0,1823.0
831650051525054464,7153.0,1931.0
831552930092285952,8996.0,2320.0
831322785565769729,9288.0,1555.0
831315979191906304,6549.0,1130.0
831309418084069378,11787.0,2474.0
831262627380748289,11935.0,2054.0
830956169170665475,7985.0,1505.0
830583320585068544,66999.0,16830.0
830173239259324417,0.0,5704.0
830097400375152640,9819.0,2960.0
829878982036299777,0.0,5032.0
829861396166877184,12271.0,1953.0
829501995190984704,31858.0,10635.0
829449946868879360,10499.0,2031.0
829374341691346946,,
829141528400556032,24474.0,7370.0
829011960981237760,53307.0,16365.0
828801551087042563,0.0,3434.0
828770345708580865,25656.0,5890.0
828708714936930305,36637.0,11222.0
828650029636317184,9535.0,1353.0
828409743546925057,6367.0,1169.0
828408677031882754,7700.0,1300.0
828381636999917570,12625.0,2225.0
828376505180889089,7404.0,1075.0
828372645993398273,12608.0,2954.0
828361771580813312,2203.0,173.0
828046555563323392,11785.0,2886.0
828011680017821696,10389.0,2162.0
827933404142436356,20185.0,5280.0
827653905312006145,15561.0,3033.0
827600520311402496,7483.0,951.0
827324948884643840,15921.0,3067.0
827228250799742977,,
827199976799354881,10617.0,2231.0
826958653328592898,21662.0,5032.0
826848821049180160,36530.0,10230.0
826615380357632002,0.0,4007.0
826598799820865537,5132.0,253.0
826598365270007810,10103.0,2358.0
826476773533745153,18500.0,4218.0
826240494070030336,13371.0,2625.0
826204788643753985,4903.0,929.0
826115272272650244,15732.0,3148.0
825876512159186944,10540.0,1886.0
825829644528148480,12812.0,2507.0
825535076884762624,57169.0,17664.0
825147591692263424,18415.0,4582.0
825120256414846976,0.0,1268.0
825026590719483904,6350.0,1268.0
824796380199809024,0.0,5537.0
824775126675836928,15006.0,3542.0
824663926340194305,10582.0,1784.0
824325613288833024,11910.0,10598.0
824297048279236611,15147.0,3897.0
824025158776213504,4862.0,602.0
823939628516474880,10692.0,2728.0
823719002937630720,0.0,11291.0
823699002998870016,14079.0,2544.0
823581115634085888,13118.0,2642.0
823333489516937216,707.0,25.0
823322678127919110,15840.0,4066.0
823269594223824897,0.0,9974.0
822975315408461824,17434.0,3478.0
822872901745569793,132551.0,43616.0
822859134160621569,13364.0,2303.0
822647212903690241,0.0,6469.0
822610361945911296,14923.0,2988.0
822489057087389700,18292.0,6469.0
822462944365645825,28248.0,14453.0
822244816520155136,35225.0,9974.0
822163064745328640,0.0,4829.0
821886076407029760,11399.0,2336.0
821813639212650496,0.0,3390.0
821765923262631936,8480.0,1675.0
821522889702862852,8086.0,1781.0
821421320206483457,0.0,5647.0
821407182352777218,11879.0,4377.0
821153421864615936,259.0,10.0
821149554670182400,8720.0,2012.0
821107785811234820,9678.0,2157.0
821044531881721856,12776.0,2306.0
820837357901512704,0.0,6804.0
820749716845686786,31835.0,10000.0
820690176645140481,12321.0,3267.0
820494788566847489,0.0,568.0
820446719150292993,0.0,2596.0
820314633777061888,3375.0,568.0
820078625395449857,19991.0,6369.0
820013781606658049,0.0,1185.0
819952236453363712,5379.0,1185.0
819924195358416896,13025.0,4925.0
819711362133872643,13498.0,3148.0
819588359383371776,9736.0,2009.0
819347104292290561,7286.0,1223.0
819238181065359361,2293.0,410.0
819227688460238848,23285.0,6804.0
819015337530290176,0.0,37278.0
819015331746349057,0.0,19173.0
819006400881917954,45759.0,19173.0
819004803107983360,87794.0,37278.0
818646164899774465,0.0,21268.0
818627210458333184,22637.0,7638.0
818614493328580609,9947.0,2602.0
818588835076603904,0.0,6229.0
818536468981415936,11021.0,2490.0
818307523543449600,0.0,8201.0
818259473185828864,11141.0,2297.0
818145370475810820,12406.0,2607.0
817908911860748288,4906.0,815.0
817827839487737858,52217.0,27416.0
817777686764523521,10865.0,2726.0
817536400337801217,11901.0,3008.0
817502432452313088,0.0,3442.0
817423860136083457,34217.0,14909.0
817415592588222464,5659.0,964.0
817181837579653120,0.0,8572.0
817171292965273600,8871.0,2051.0
817120970343411712,12349.0,2635.0
817056546584727552,8699.0,1666.0
816829038950027264,0.0,4774.0
816816676327063552,10127.0,2069.0
816697700272001025,9911.0,2223.0
816450570814898180,30799.0,8201.0
816336735214911488,8701.0,1971.0
816091915477250048,9035.0,2175.0
816062466425819140,0.0,1037.0
816014286006976512,0.0,5351.0
815990720817401858,5007.0,1037.0
815966073409433600,22696.0,8572.0
815745968457060357,0.0,4199.0
815736392542261248,9969.0,2292.0
815639385530101762,8331.0,1672.0
815390420867969024,10494.0,3856.0
814986499976527872,7750.0,1297.0
814638523311648768,11413.0,2737.0
814578408554463233,0.0,5928.0
814530161257443328,8760.0,1894.0
814153002265309185,29100.0,8809.0
813944609378369540,0.0,3236.0
813910438903693312,9411.0,1895.0
813812741911748608,36909.0,14194.0
813800681631023104,8419.0,1793.0
813217897535406080,18894.0,7414.0
813202720496779264,9364.0,1838.0
813187593374461952,20139.0,4437.0
813172488309972993,9408.0,1957.0
813157409116065792,7872.0,2243.0
813142292504645637,8588.0,2419.0
813130366689148928,4533.0,454.0
813127251579564032,12003.0,3186.0
813112105746448384,10452.0,2789.0
813096984823349248,10715.0,3679.0
813081950185472002,10024.0,2825.0
813066809284972545,8059.0,1988.0
813051746834595840,21264.0,7490.0
812781120811126785,7684.0,1940.0
812747805718642688,,
812709060537683968,6717.0,1455.0
812503143955202048,6165.0,1240.0
812466873996607488,8077.0,1964.0
812372279581671427,13842.0,3728.0
811985624773361665,7368.0,1427.0
811744202451197953,7651.0,1628.0
811647686436880384,5691.0,756.0
811627233043480576,12963.0,3137.0
811386762094317568,21230.0,6489.0
810984652412424192,5416.0,1461.0
810896069567610880,9143.0,1804.0
810657578271330305,11125.0,2697.0
810284430598270976,35783.0,11505.0
810254108431155201,14928.0,3434.0
809920764300447744,15765.0,4007.0
809808892968534016,0.0,4984.0
809448704142938112,7037.0,1492.0
809220051211603969,20224.0,5704.0
809084759137812480,13436.0,3592.0
808838249661788160,10265.0,3101.0
808733504066486276,8023.0,2203.0
808501579447930884,11478.0,2655.0
808344865868283904,43225.0,21268.0
808134635716833280,0.0,6050.0
808106460588765185,8917.0,2245.0
808001312164028416,12718.0,3600.0
807621403335917568,14809.0,3691.0
807106840509214720,120129.0,56453.0
807059379405148160,0.0,7489.0
807010152071229440,13286.0,3939.0
806629075125202948,75911.0,35313.0
806620845233815552,0.0,5633.0
806576416489959424,4965.0,1982.0
806542213899489280,10373.0,2397.0
806242860592926720,0.0,11859.0
806219024703037440,6527.0,1214.0
805958939288408065,0.0,5470.0
805932879469572096,8409.0,1952.0
805826884734976000,6676.0,1864.0
805823200554876929,0.0,8186.0
805520635690676224,5836.0,1685.0
805487436403003392,8931.0,2564.0
805207613751304193,7956.0,1752.0
804738756058218496,13909.0,3890.0
804475857670639616,6233.0,2050.0
804413760345620481,0.0,3301.0
804026241225523202,45197.0,16469.0
803773340896923648,10214.0,2797.0
803692223237865472,0.0,7568.0
803638050916102144,11113.0,4218.0
803380650405482500,7902.0,1897.0
803321560782307329,0.0,5433.0
803276597545603072,10183.0,2506.0
802952499103731712,9149.0,2048.0
802624713319034886,0.0,2971.0
802600418706604034,7218.0,1497.0
802572683846291456,9065.0,2564.0
802323869084381190,16471.0,5941.0
802265048156610565,6874.0,1402.0
802247111496568832,,
802239329049477120,9226.0,2676.0
802185808107208704,0.0,278.0
801958328846974976,7872.0,1747.0
801854953262350336,1808.0,242.0
801538201127157760,8356.0,2107.0
801285448605831168,6152.0,837.0
801167903437357056,24879.0,6050.0
801127390143516673,0.0,4025.0
801115127852503040,8198.0,2145.0
800859414831898624,696.0,97.0
800855607700029440,0.0,1639.0
800751577355128832,10733.0,2852.0
800513324630806528,13348.0,3041.0
800459316964663297,9661.0,2216.0
800443802682937345,0.0,4405.0
800388270626521089,11325.0,2864.0
800188575492947969,0.0,4021.0
800141422401830912,15527.0,2596.0
800018252395122689,28826.0,13433.0
799774291445383169,0.0,4790.0
799757965289017345,8524.0,2208.0
799422933579902976,8191.0,1962.0
799308762079035393,0.0,5585.0
799297110730567681,10047.0,2816.0
799063482566066176,8188.0,2510.0
798933969379225600,13295.0,4559.0
798925684722855936,7620.0,1470.0
798705661114773508,0.0,6773.0
798701998996647937,0.0,7945.0
798697898615730177,0.0,6635.0
798694562394996736,0.0,5056.0
798686750113755136,0.0,2381.0
798682547630837760,0.0,4806.0
798673117451325440,0.0,5656.0
798665375516884993,0.0,3989.0
798644042770751489,0.0,1887.0
798628517273620480,0.0,2015.0
798585098161549313,0.0,5829.0
798576900688019456,0.0,5965.0
798340744599797760,0.0,3415.0
798209839306514432,10594.0,2611.0
797971864723324932,11796.0,3173.0
797545162159308800,14787.0,4959.0
797236660651966464,20274.0,6717.0
797165961484890113,227.0,26.0
796904159865868288,0.0,9099.0
796865951799083009,7814.0,1953.0
796759840936919040,12028.0,3095.0
796563435802726400,0.0,7417.0
796484825502875648,7697.0,1796.0
796387464403357696,11181.0,4236.0
796177847564038144,0.0,14556.0
796149749086875649,32764.0,14556.0
796125600683540480,5041.0,1844.0
796116448414461957,9253.0,2466.0
796080075804475393,8594.0,2357.0
796031486298386433,10979.0,3784.0
795464331001561088,50416.0,24114.0
795400264262053889,10232.0,2937.0
795076730285391872,16459.0,5537.0
794983741416415232,0.0,3439.0
794926597468000259,10410.0,2350.0
794355576146903043,0.0,10510.0
794332329137291264,9737.0,2732.0
794205286408003585,9368.0,3386.0
793962221541933056,17103.0,4984.0
793845145112371200,9378.0,1907.0
793614319594401792,0.0,3200.0
793601777308463104,8112.0,1658.0
793500921481273345,10842.0,2422.0
793286476301799424,24978.0,9345.0
793271401113350145,8837.0,2437.0
793256262322548741,20291.0,8511.0
793241302385262592,10687.0,3365.0
793226087023144960,10000.0,2930.0
793210959003287553,9082.0,2848.0
793195938047070209,15546.0,5737.0
793180763617361921,7056.0,2039.0
793165685325201412,9562.0,2846.0
793150605191548928,6280.0,1734.0
793135492858580992,6536.0,2545.0
793120401413079041,12878.0,3997.0
792913359805018113,14564.0,4053.0
792883833364439040,11494.0,4355.0
792773781206999040,7476.0,1706.0
792394556390137856,13667.0,4377.0
792050063153438720,7263.0,1840.0
791821351946420224,0.0,21485.0
791784077045166082,0.0,9776.0
791780927877898241,0.0,3895.0
791774931465953280,45854.0,22624.0
791672322847637504,11932.0,3200.0
791406955684368384,13342.0,4199.0
791312159183634433,8934.0,2587.0
791026214425268224,0.0,4178.0
790987426131050500,9982.0,2176.0
790946055508652032,16908.0,4774.0
790723298204217344,0.0,2355.0
790698755171364864,8352.0,1965.0
790581949425475584,20975.0,7293.0
790337589677002753,7951.0,1915.0
790277117346975746,12759.0,3236.0
790227638568808452,0.0,3637.0
789986466051088384,9404.0,2355.0
789960241177853952,0.0,4195.0
789903600034189313,10510.0,4214.0
789628658055020548,7613.0,1802.0
789599242079838210,6873.0,1963.0
789530877013393408,11909.0,3439.0
789314372632018944,8790.0,2335.0
789280767834746880,0.0,5035.0
789268448748703744,9244.0,2652.0
789137962068021249,9867.0,2848.0
788908386943430656,27839.0,12707.0
788765914992902144,27773.0,10510.0
788552643979468800,0.0,7311.0
788412144018661376,15770.0,5367.0
788178268662984705,7336.0,2135.0
788150585577050112,6216.0,1310.0
788070120937619456,0.0,3496.0
788039637453406209,6226.0,1349.0
787810552592695296,8771.0,3102.0
787717603741622272,10414.0,2829.0
787397959788929025,11052.0,2892.0
787322443945877504,7895.0,1770.0
787111942498508800,0.0,6866.0
786963064373534720,27012.0,8114.0
786729988674449408,0.0,2465.0
786709082849828864,18503.0,6218.0
786664955043049472,10749.0,2602.0
786595970293370880,9574.0,3171.0
786363235746385920,11037.0,3567.0
786286427768250368,8082.0,2894.0
786233965241827333,15476.0,4829.0
786051337297522688,1443.0,157.0
786036967502913536,0.0,7138.0
785927819176054784,11549.0,3241.0
785872687017132033,6790.0,1845.0
785639753186217984,7951.0,2268.0
785533386513321988,9238.0,2031.0
785515384317313025,6199.0,1280.0
785264754247995392,7359.0,1668.0
785170936622350336,12193.0,4912.0
784826020293709826,10244.0,3301.0
784517518371221505,9090.0,2582.0
784431430411685888,5770.0,1289.0
784183165795655680,20353.0,8186.0
784057939640352768,30149.0,11291.0
783839966405230592,30425.0,10939.0
783821107061198850,7453.0,2002.0
783695101801398276,10596.0,3268.0
783466772167098368,8570.0,2283.0
783391753726550016,17101.0,5563.0
783347506784731136,0.0,5634.0
783334639985389568,29510.0,11859.0
783085703974514689,8252.0,2233.0
782969140009107456,24417.0,7489.0
782747134529531904,7564.0,1432.0
782722598790725632,17476.0,5470.0
782598640137187329,7892.0,1898.0
782305867769217024,16863.0,5647.0
782021823840026624,0.0,6291.0
781955203444699136,11264.0,3417.0
781661882474196992,10556.0,2759.0
781655249211752448,4035.0,1143.0
781524693396357120,20977.0,5633.0
781308096455073793,7219.0,2583.0
781251288990355457,8533.0,2108.0
781163403222056960,9920.0,2777.0
780931614150983680,21883.0,7417.0
780858289093574656,7267.0,2041.0
780800785462489090,5552.0,1320.0
780601303617732608,12248.0,3390.0
780543529827336192,6374.0,1764.0
780496263422808064,0.0,3744.0
780476555013349377,0.0,115.0
780459368902959104,5351.0,1091.0
780192070812196864,8801.0,2273.0
780092040432480260,0.0,2331.0
780074436359819264,12298.0,5042.0
779834332596887552,19107.0,7138.0
779377524342161408,8891.0,3148.0
779124354206535695,0.0,18534.0
779123168116150273,,
779056095788752897,14911.0,4592.0
778990705243029504,20187.0,7288.0
778774459159379968,0.0,10012.0
778764940568104960,874.0,366.0
778748913645780993,6958.0,1326.0
778650543019483137,5831.0,1524.0
778624900596654080,4682.0,1018.0
778408200802557953,13747.0,4377.0
778396591732486144,0.0,12388.0
778383385161035776,5897.0,1117.0
778286810187399168,10470.0,3335.0
778039087836069888,8590.0,2678.0
778027034220126208,6613.0,1634.0
777953400541634568,0.0,3565.0
777885040357281792,6398.0,1647.0
777684233540206592,11326.0,2971.0
777641927919427584,0.0,4280.0
777621514455814149,8824.0,2527.0
777189768882946048,14412.0,4350.0
776819012571455488,0.0,13846.0
776813020089548800,4925.0,1221.0
776477788987613185,8898.0,2813.0
776249906839351296,0.0,9229.0
776218204058357768,30166.0,16033.0
776201521193218049,9700.0,2538.0
776113305656188928,11861.0,4405.0
776088319444877312,1855.0,153.0
775898661951791106,0.0,16702.0
775842724423557120,11810.0,2682.0
775733305207554048,13978.0,4025.0
775729183532220416,13091.0,4645.0
775364825476165632,7456.0,2999.0
775350846108426240,10259.0,3943.0
775096608509886464,,
775085132600442880,15675.0,4790.0
774757898236878852,8670.0,1803.0
774639387460112384,6775.0,1752.0
774314403806253056,21951.0,5585.0
773985732834758656,10807.0,3908.0
773922284943896577,6444.0,1764.0
773704687002451968,6655.0,1645.0
773670353721753600,5387.0,1324.0
773547596996571136,22275.0,6229.0
773336787167145985,0.0,5129.0
773308824254029826,23478.0,7538.0
773247561583001600,9527.0,3281.0
773191612633579521,10068.0,4178.0
772877495989305348,8622.0,3913.0
772826264096874500,8124.0,2370.0
772615324260794368,0.0,3416.0
772581559778025472,6553.0,1712.0
772193107915964416,6093.0,1404.0
772152991789019136,3830.0,1140.0
772117678702071809,3804.0,748.0
772114945936949249,2743.0,471.0
772102971039580160,4028.0,949.0
771908950375665664,6639.0,1925.0
771770456517009408,12088.0,3415.0
771500966810099713,8314.0,2631.0
771380798096281600,10534.0,5129.0
771171053431250945,0.0,7527.0
771136648247640064,9204.0,2951.0
771102124360998913,6272.0,1454.0
771014301343748096,6919.0,1671.0
771004394259247104,0.0,214.0
770787852854652928,4955.0,1209.0
770772759874076672,5201.0,1427.0
770743923962707968,,
770655142660169732,7382.0,1781.0
770414278348247044,6365.0,2118.0
770293558247038976,6281.0,1493.0
770093767776997377,0.0,3080.0
770069151037685760,7637.0,2316.0
769940425801170949,31544.0,9644.0
769695466921623552,6445.0,1695.0
769335591808995329,0.0,7788.0
769212283578875904,5426.0,1737.0
768970937022709760,14427.0,6568.0
768909767477751808,0.0,2698.0
768855141948723200,4225.0,897.0
768609597686943744,4147.0,1214.0
768596291618299904,5061.0,1292.0
768554158521745409,0.0,5890.0
768473857036525572,13696.0,3458.0
768193404517830656,10918.0,3565.0
767884188863397888,4763.0,1392.0
767754930266464257,16087.0,5433.0
767500508068192258,7539.0,2360.0
767191397493538821,12367.0,3786.0
767122157629476866,10215.0,2875.0
766864461642756096,0.0,5673.0
766793450729734144,5087.0,1364.0
766714921925144576,2622.0,380.0
